"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDEX_TYPE","COICOP_1999","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","2017","2017-Q1","2017-M01","2017-M02","2017-M03","2017-Q2","2017-M04","2017-M05","2017-M06","2017-Q3","2017-M07","2017-M08","2017-M09","2017-Q4","2017-M10","2017-M11","2017-M12","2018","2018-Q1","2018-M01","2018-M02","2018-M03","2018-Q2","2018-M04","2018-M05","2018-M06","2018-Q3","2018-M07","2018-M08","2018-M09","2018-Q4","2018-M10","2018-M11","2018-M12","2019","2019-Q1","2019-M01","2019-M02","2019-M03","2019-Q2","2019-M04","2019-M05","2019-M06","2019-Q3","2019-M07","2019-M08","2019-M09","2019-Q4","2019-M10","2019-M11","2019-M12","2020","2020-Q1","2020-M01","2020-M02","2020-M03","2020-Q2","2020-M04","2020-M05","2020-M06","2020-Q3","2020-M07","2020-M08","2020-M09","2020-Q4","2020-M10","2020-M11","2020-M12","2021","2021-Q1","2021-M01","2021-M02","2021-M03","2021-Q2","2021-M04","2021-M05","2021-M06","2021-Q3","2021-M07","2021-M08","2021-M09","2021-Q4","2021-M10","2021-M11","2021-M12","2022","2022-Q1","2022-M01","2022-M02","2022-M03","2022-Q2","2022-M04","2022-M05","2022-M06","2022-Q3","2022-M07","2022-M08","2022-M09","2022-Q4","2022-M10","2022-M11","2022-M12","2023","2023-Q1","2023-M01","2023-M02","2023-M03","2023-Q2","2023-M04","2023-M05","2023-M06","2023-Q3","2023-M07","2023-M08","2023-M09","2023-Q4","2023-M10","2023-M11","2023-M12","2024","2024-Q1","2024-M01","2024-M02","2024-M03","2024-Q2","2024-M04","2024-M05","2024-M06","2024-Q3","2024-M07","2024-M08","2024-M09","2024-Q4","2024-M10","2024-M11","2024-M12","2025","2025-Q1","2025-M01","2025-M02","2025-M03","2025-Q2","2025-M04","2025-M05","2025-M06","2025-Q3","2025-M07","2025-M08","2025-M09","2025-Q4","2025-M10","2025-M11","2025-M12"
"IMF.STA:CPI(5.0.0)","EGY.CPI.CP10.YOY_PCH_PA_PT.Q","OBS_VALUE","Egypt, Arab Republic of","Consumer price index (CPI)","Education","Period average, Year-over-year (YOY) percent change","Quarterly","Units","","12.32270362269677","","","","12.32270362269677","","","","12.32270362269677","","","","19.57840500600385","","","","","19.57840482041532","","","","19.57844544931522","","","","19.57845357509532","","","","14.65497271563866","","","","","14.6549728935859","","","","14.65493393752322","","","","14.60374796154468","","","","21.834986969288","","","","","21.834986969288","","","","21.834986969288","","","","21.88939438253023","","","","19.95851090128721","","","","","19.95984379097573","","","","19.97775547525895","","","","19.97775547525895","","","","12.73331434512016","","","","","12.73206175035598","","","","12.71523178807947","","","","12.71523178807947","","","","11.33960047003525","","","","","11.33960047003525","","","","11.33960047003525","","","","11.33960047003525","","","","0","","","","","12.24274406332454","","","","18.36411609498681","","","","18.36411609498681","","","","18.36411609498681","","","","","13.28945306378312","","","","11.14578689255461","","","","11.14578689255461","","","","","","",""
"IMF.STA:CPI(5.0.0)","EGY.CPI.CP02.YOY_PCH_PA_PT.Q","OBS_VALUE","Egypt, Arab Republic of","Consumer price index (CPI)","Alcoholic beverages, tobacco and narcotics","Period average, Year-over-year (YOY) percent change","Quarterly","Units","","29.5848285694143","","","","34.46409088293891","","","","36.71663203514971","","","","28.05210066663818","","","","","26.34641314571413","","","","20.96569109973658","","","","21.60359368463644","","","","14.19529420911619","","","","","10.49726930328215","","","","10.37310388932982","","","","2.24592114599705","","","","1.58983753097031","","","","","3.457549607745886","","","","9.831215225320854","","","","12.39205865514356","","","","11.38349921574404","","","","","10.59555224816283","","","","4.661241722143459","","","","3.095776960663194","","","","3.278346339798184","","","","","2.636245506230707","","","","4.327755337564918","","","","10.37816320727896","","","","14.24095699230992","","","","","14.02318348883232","","","","30.66924778761066","","","","54.86862442040185","","","","71.60309149837943","","","","","88.49491693528395","","","","78.53968253968254","","","","41.71656686626747","","","","30.23390963242774","","","","","26.25624835569586","","","","15.89615931721195","","","","24.57746478873239","","","","","","",""
"IMF.STA:CPI(5.0.0)","EGY.CPI.CP05.YOY_PCH_PA_PT.Q","OBS_VALUE","Egypt, Arab Republic of","Consumer price index (CPI)","Furnishings, household equipment and routine household maintenance","Period average, Year-over-year (YOY) percent change","Quarterly","Units","","30.57970543471315","","","","29.21649661032826","","","","29.39630525555132","","","","26.6604971598107","","","","","11.8376745026047","","","","12.04365224529683","","","","12.28577715212627","","","","5.497116785141207","","","","","4.821726603240925","","","","4.198592368004295","","","","1.489356685083913","","","","1.818003942639011","","","","","2.167799992382065","","","","3.817695831125931","","","","3.536325063441354","","","","4.41873189626109","","","","","4.311304814418956","","","","2.761384179016418","","","","3.229233564990886","","","","2.247988581726124","","","","","4.228249378438211","","","","9.89421281891724","","","","16.01357605677261","","","","23.57449417535261","","","","","34.40408285800061","","","","38.98640996602493","","","","39.65425531914895","","","","37.85661126271391","","","","","33.39289702926072","","","","28.94683234874723","","","","25.00476099790518","","","","22.80007198128491","","","","","17.86671131949092","","","","14.2654028436019","","","","13.07129798903108","","","","","","",""
"IMF.STA:CPI(5.0.0)","EGY.CPI.CP08.POP_PCH_PA_PT.Q","OBS_VALUE","Egypt, Arab Republic of","Consumer price index (CPI)","Communication","Period average, Period-over-period percent change","Quarterly","Units","","0.01017345797609128","","","","0","","","","3.276263788675741","","","","7.451133975683652","","","","","0","","","","0.009251210036856674","","","","0.02254460611032172","","","","-0.007424690773439473","","","","","0.007356962355072038","","","","0.02848457096266359","","","","0.7453415699916424","","","","1.238514441946043","","","","","0.8204117878848318","","","","1.645832522895573","","","","-0.008628361518285863","","","","-0.03560487761041396","","","","","-0.105501741180757","","","","0.1053744376688822","","","","0.09569377990430622","","","","0.3824091778202677","","","","","0.1904761904761905","","","","0.09505703422053232","","","","0.1899335232668566","","","","0.2843601895734597","","","","","0.5356017643352552","","","","0.4387339392039485","","","","0.3744149765990641","","","","0.435188063413149","","","","","12.34911792014856","","","","0.4958677685950413","","","","0.2467105263157895","","","","4.156412359857834","","","","","7.351010763980019","","","","0.1222792858889949","","","","0.07327796775769417","","","","","","",""
"IMF.STA:CPI(5.0.0)","EGY.CPI.CP08.YOY_PCH_PA_PT.Q","OBS_VALUE","Egypt, Arab Republic of","Consumer price index (CPI)","Communication","Period average, Year-over-year (YOY) percent change","Quarterly","Units","","1.802793261276793","","","","1.767411032693722","","","","4.485676488957934","","","","10.98280620925398","","","","","10.97151656865043","","","","10.98178277672928","","","","7.485301181743973","","","","0.02437085012672137","","","","","0.03172960543606284","","","","0.05096728931286194","","","","0.7739696451806099","","","","2.029645198611727","","","","","2.859141126666769","","","","4.522257607460532","","","","3.74002154392195","","","","2.434419951594068","","","","","1.493683709862469","","","","-0.04446853691145824","","","","0.05981621204631703","","","","0.4782292831126376","","","","","0.7759367544762336","","","","0.7655502392344498","","","","0.8604206500956023","","","","0.7619047619047619","","","","","1.108998732572909","","","","1.456157011712536","","","","1.64296998420218","","","","1.795841209829868","","","","","13.75744280789718","","","","13.82215288611548","","","","13.67733913584088","","","","17.88919839059118","","","","","12.64462809917355","","","","12.22587719298248","","","","12.0317199890621","","","","","","",""
"IMF.STA:CPI(5.0.0)","EGY.CPI.CP02.POP_PCH_PA_PT.Q","OBS_VALUE","Egypt, Arab Republic of","Consumer price index (CPI)","Alcoholic beverages, tobacco and narcotics","Period average, Period-over-period percent change","Quarterly","Units","","5.003669205452153","","","","4.681859609132801","","","","8.096602716251716","","","","7.770217202961507","","","","","3.604992828551144","","","","0.2237671648053137","","","","8.666641226053117","","","","1.204670746728166","","","","","0.2499172406977754","","","","0.1111460510316863","","","","0.6651116846365514","","","","0.5552685456731858","","","","","2.092995108295728","","","","6.278651196289001","","","","3.012236674022438","","","","-0.3470724781198793","","","","","1.370770842823077","","","","0.5759759470159817","","","","1.471436814772072","","","","-0.1705999431333523","","","","","0.7405297636001426","","","","2.233531241164801","","","","7.356194690265516","","","","3.323029366306028","","","","","0.5484916479680628","","","","17.15844284651627","","","","27.23809523809524","","","","14.48769128409845","","","","","10.44602644195846","","","","10.97079715864246","","","","0.9957325746799431","","","","5.211267605633803","","","","","7.072735385988387","","","","1.864971869139415","","","","8.560908254065664","","","","","","",""
"IMF.STA:CPI(5.0.0)","EGY.CPI.CP09.POP_PCH_PA_PT.Q","OBS_VALUE","Egypt, Arab Republic of","Consumer price index (CPI)","Recreation and culture","Period average, Period-over-period percent change","Quarterly","Units","","2.484691649111966","","","","21.34240602696137","","","","10.67912616481229","","","","2.219900799857098","","","","","1.148844540831043","","","","2.723564697528858","","","","2.839059732570932","","","","1.17894940112493","","","","","0.1197672827543097","","","","6.412758615138476","","","","3.693686004458781","","","","3.468214487967136","","","","","-0.5104542743260475","","","","0.2516481665090604","","","","0.6431518230344479","","","","3.612293954385081","","","","","0.02161168197446142","","","","1.191687767964776","","","","6.823925863521483","","","","6.12513144058888","","","","","3.938568243745354","","","","10.03336510962819","","","","1.342863331167446","","","","9.681555888010257","","","","","6.098986749805124","","","","5.950413223140496","","","","5.286878141792356","","","","2.189660849522538","","","","","20.34799420009667","","","","17.32262382864791","","","","1.369237790963031","","","","2.397568662764521","","","","","5.056612069913181","","","","8.454535942241278","","","","1.456825856246975","","","","","","",""
"IMF.STA:CPI(5.0.0)","EGY.CPI.CP09.YOY_PCH_PA_PT.Q","OBS_VALUE","Egypt, Arab Republic of","Consumer price index (CPI)","Recreation and culture","Period average, Year-over-year (YOY) percent change","Quarterly","Units","","17.44286107243504","","","","38.89998604217674","","","","43.73208898211157","","","","40.69309311029143","","","","","38.85921471770215","","","","17.55258523333178","","","","9.225630463751726","","","","8.11333655699806","","","","","7.013403320482529","","","","10.85666165945376","","","","11.77791682956444","","","","14.30699312450992","","","","","13.5874675687957","","","","7.010954165900952","","","","3.862830243911366","","","","4.007459212684579","","","","","4.563686782573891","","","","5.544159505441982","","","","12.02591796967715","","","","14.74280527481227","","","","","19.23626000403828","","","","29.65459140690817","","","","23.00210304942169","","","","27.12410205598216","","","","","29.76644423260245","","","","24.95126705653021","","","","29.81406283393887","","","","20.94699922057675","","","","","37.1900826446281","","","","51.91540994973131","","","","46.26275930194267","","","","46.560335105526","","","","","27.93842034805892","","","","18.26791419443178","","","","18.37010355695633","","","","","","",""
"IMF.STA:CPI(5.0.0)","EGY.CPI.CP11.YOY_PCH_PA_PT.Q","OBS_VALUE","Egypt, Arab Republic of","Consumer price index (CPI)","Restaurants and hotels","Period average, Year-over-year (YOY) percent change","Quarterly","Units","","31.82209390649009","","","","25.69759175835003","","","","32.58949421246616","","","","20.81944686262296","","","","","12.23721379828687","","","","11.59967789093467","","","","8.625172508078731","","","","9.999078898597494","","","","","12.00890008984637","","","","12.94157513818435","","","","10.11699608886164","","","","11.28295757478113","","","","","10.50829402209832","","","","9.059267684626492","","","","8.670320276627811","","","","6.780896436470492","","","","","5.791949422859846","","","","4.845966317260478","","","","1.964306558726567","","","","2.567039632082687","","","","","6.121060626710169","","","","15.5517922664409","","","","21.62692847124825","","","","30.76496674057649","","","","","46.1825947677522","","","","46.80019540791396","","","","46.1023985239853","","","","40.86477320898681","","","","","37.71000730460194","","","","36.33943427620633","","","","35.31176006314124","","","","33.41859765272348","","","","","20.93886752420102","","","","17.37856968513548","","","","14.10405972935138","","","","","","",""
"IMF.STA:CPI(5.0.0)","EGY.CPI.CP06.POP_PCH_PA_PT.Q","OBS_VALUE","Egypt, Arab Republic of","Consumer price index (CPI)","Health","Period average, Period-over-period percent change","Quarterly","Units","","6.105231074430274","","","","0.6570068471661029","","","","7.587332500365603","","","","0","","","","","0","","","","2.253116092204485","","","","1.633998351284748","","","","0.4354288120260742","","","","","0.9108737514157373","","","","2.61456972574194","","","","3.927729737964097","","","","3.824584589181123","","","","","0.7839471714522672","","","","0.8382167770761458","","","","2.762169122824664","","","","1.138881239495806","","","","","0.4013732043387657","","","","0.3889986525515687","","","","0.4528729125388903","","","","1.042547196393322","","","","","0.9760178471835195","","","","1.353217343275311","","","","2.452316076294279","","","","5.425531914893618","","","","","5.625630676084815","","","","2.603295915930236","","","","6.028864059590293","","","","1.009879253567552","","","","","10.25863942621167","","","","7.175241474472679","","","","5.352216295751334","","","","7.611731843575455","","","","","8.468526930564567","","","","12.50373915644627","","","","2.64557298590803","","","","","","",""
"IMF.STA:CPI(5.0.0)","EGY.CPI.CP12.POP_PCH_PA_PT.Q","OBS_VALUE","Egypt, Arab Republic of","Consumer price index (CPI)","Miscellaneous goods and services","Period average, Period-over-period percent change","Quarterly","Units","","10.75321456541122","","","","2.594418162750495","","","","0.6677026055649217","","","","8.8515297121255","","","","","5.94188987287268","","","","0.5410006351939529","","","","3.436873178128419","","","","1.430126012531556","","","","","2.379162519700778","","","","0.7085838751168716","","","","1.904185967367912","","","","0.5431118335972017","","","","","0.7104788053759767","","","","0.774286570318209","","","","1.540699561219873","","","","5.102885988752028","","","","","-0.007805159438666743","","","","0.5672872156427465","","","","1.60959906350597","","","","0.662442396313393","","","","","1.545064377682403","","","","4.95914342068191","","","","4.241610738254979","","","","5.15065670873039","","","","","9.527308351702204","","","","6.663685152057221","","","","4.19287211740044","","","","3.883299798792736","","","","","6.895215959713364","","","","5.218336655191157","","","","3.78853108317546","","","","3.932304629168741","","","","","2.809706257982136","","","","2.981366459627329","","","","2.231604342581408","","","","","","",""
"IMF.STA:CPI(5.0.0)","EGY.CPI.CP12.YOY_PCH_PA_PT.Q","OBS_VALUE","Egypt, Arab Republic of","Consumer price index (CPI)","Miscellaneous goods and services","Period average, Year-over-year (YOY) percent change","Quarterly","Units","","34.4603585671182","","","","32.59542598738799","","","","23.81969242012892","","","","24.51015312208709","","","","","19.10120154863866","","","","16.71740232064309","","","","19.9280685765204","","","","11.75147598133338","","","","","7.993377643520209","","","","8.173382616629511","","","","6.570511657878717","","","","5.63854441488083","","","","","3.916735852165074","","","","3.984531558938979","","","","3.613624678985594","","","","8.312650990356202","","","","","7.540147063100671","","","","7.319250028734339","","","","7.392070512980057","","","","2.854912214214463","","","","","4.452239487362045","","","","9.013754755633626","","","","11.83755760368664","","","","16.82403433476395","","","","","26.00732600732604","","","","28.05369127516775","","","","27.99381921194958","","","","26.45113886847906","","","","","23.412343470483","","","","21.74004192872119","","","","21.26760563380279","","","","21.32481115630447","","","","","16.68780576191339","","","","14.20699156190804","","","","12.49377799900448","","","","","","",""
"IMF.STA:CPI(5.0.0)","EGY.CPI.CP04.POP_PCH_PA_PT.Q","OBS_VALUE","Egypt, Arab Republic of","Consumer price index (CPI)","Housing, water, electricity, gas and other fuels","Period average, Period-over-period percent change","Quarterly","Units","","1.754583859896006","","","","0.06364739831671439","","","","6.295032476759915","","","","3.85266350270155","","","","","0.2121476822415008","","","","2.319370990044938","","","","11.23029247521221","","","","0.6995809124176553","","","","","0.2816508328158872","","","","0.07273884160041516","","","","6.328514763287761","","","","-2.012102016196557","","","","","0.3824967739712908","","","","0.6457086094934264","","","","2.829760592985731","","","","0.600493904192568","","","","","0.2901185772188241","","","","0.3246792602134019","","","","2.576538344952985","","","","0.472813238770656","","","","","1.117647058823559","","","","2.530541012216405","","","","1.418439716312085","","","","1.258741258741258","","","","","2.20994475138116","","","","1.918918918918946","","","","1.4584990718642","","","","1.254573967590173","","","","","4.80123902942695","","","","2.167487684729114","","","","2.531340405014464","","","","5.925229249941217","","","","","2.130965593784683","","","","3.368832862421169","","","","4.436501261564383","","","","","","",""
